Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,76,5,8,50.0
2,70,6,8,50.0
6,51,5,2,38.0
5,74,4,4,57.0
9,69,8,4,64.0
5,87,5,1,71.0
2,45,7,1,19.0
4,54,5,9,38.0
9,54,9,0,52.0
1,55,7,1,27.0
1,59,5,6,32.0
7,52,5,0,45.0
3,83,7,0,61.0
2,81,4,8,57.0
9,85,8,1,83.0
3,70,8,3,48.0
2,73,4,2,50.0
8,68,5,3,61.0
6,42,8,6,29.0
6,48,4,9,37.0
7,50,4,1,39.0
7,50,8,1,39.0
6,64,7,8,54.0
4,61,6,5,46.0
9,81,7,6,78.0
6,97,5,4,83.0
4,85,7,4,64.0
3,48,9,3,26.0
4,59,6,7,41.0
3,98,6,6,76.0
2,60,4,9,35.0
5,49,9,1,39.0
2,61,5,1,39.0
6,68,4,5,54.0
3,48,7,0,28.0
6,44,7,6,30.0
9,79,8,7,81.0
1,50,4,9,24.0
6,40,9,7,32.0
9,92,4,2,87.0
4,81,4,6,66.0
2,40,4,0,13.0
4,97,6,2,76.0
1,93,8,5,68.0
3,78,5,8,57.0
9,99,5,4,98.0
5,85,5,4,69.0
6,44,6,8,34.0
3,88,8,8,68.0
5,61,9,5,47.0
8,65,8,4,60.0
6,92,6,9,83.0
4,45,9,1,25.0
2,71,4,7,50.0
9,87,7,7,87.0
1,50,4,6,22.0
1,49,5,7,22.0
4,86,4,2,62.0
7,78,6,2,72.0
1,94,5,1,66.0
9,73,7,0,71.0
4,70,9,2,53.0
3,51,9,2,32.0
1,90,5,6,65.0
4,83,4,9,65.0
9,55,8,8,50.0
6,77,8,0,66.0
6,42,9,7,29.0
1,41,8,0,13.0
2,91,5,2,66.0
6,44,8,3,32.0
2,50,6,7,26.0
3,97,9,0,75.0
4,64,7,1,46.0
5,74,8,4,62.0
9,74,6,5,69.0
4,61,6,4,43.0
9,76,5,2,74.0
3,61,9,9,43.0
8,94,5,6,86.0
1,50,7,0,24.0
9,71,7,1,67.0
9,74,4,8,71.0
2,70,7,3,48.0
4,84,9,7,64.0
8,92,9,8,88.0
7,47,5,6,39.0
1,59,6,0,35.0
5,81,4,4,67.0
7,73,7,5,65.0
4,43,6,7,27.0
1,57,5,9,32.0
9,90,8,7,89.0
5,43,4,8,30.0
2,59,9,8,37.0
8,97,6,3,91.0
2,48,5,5,26.0
3,55,5,2,32.0
1,65,4,0,34.0
2,77,4,5,51.0
7,64,7,0,56.0
2,43,7,8,26.0
6,80,9,5,73.0
3,98,9,0,80.0
4,84,4,2,69.0
8,80,4,0,73.0
3,77,6,1,55.0
6,92,7,5,82.0
1,58,5,6,32.0
7,53,7,0,41.0
8,60,7,9,55.0
8,54,4,4,43.0
3,42,4,5,20.0
1,76,7,3,50.0
9,92,8,5,90.0
6,89,8,4,82.0
9,85,9,6,85.0
7,55,7,3,49.0
1,53,8,0,24.0
1,48,9,1,25.0
6,86,9,5,76.0
5,46,7,9,33.0
9,53,9,1,48.0
2,45,4,4,21.0
8,60,4,3,58.0
5,54,4,6,40.0
2,91,5,3,67.0
6,47,4,6,35.0
8,73,4,7,68.0
4,79,7,6,66.0
2,40,8,1,16.0
5,71,8,0,57.0
2,97,4,4,73.0
2,88,4,6,64.0
6,90,4,0,77.0
9,44,9,7,46.0
4,69,7,2,50.0
6,61,7,6,50.0
7,59,7,2,51.0
6,55,8,3,43.0
8,46,5,7,40.0
4,46,8,1,30.0
1,89,7,5,63.0
7,89,6,9,82.0
3,41,5,8,20.0
6,86,4,9,73.0
2,53,9,8,32.0
9,70,8,4,67.0
1,89,9,2,69.0
6,80,5,5,67.0
6,53,6,8,44.0
5,44,5,5,29.0
5,50,8,3,38.0
1,79,7,4,52.0
5,44,4,6,25.0
2,68,7,9,46.0
7,50,7,2,42.0
3,44,8,8,24.0
4,88,7,0,70.0
3,93,7,7,78.0
3,71,8,4,51.0
4,75,8,9,61.0
5,54,6,8,38.0
1,58,7,1,34.0
4,61,5,0,42.0
8,73,4,9,68.0
7,95,9,6,87.0
9,56,4,9,53.0
5,51,8,8,39.0
4,64,9,4,45.0
8,95,8,3,89.0
9,56,6,3,53.0
7,49,7,7,39.0
7,67,8,0,59.0
5,96,8,0,81.0
4,57,4,7,40.0
1,90,7,1,64.0
7,57,6,9,53.0
1,84,8,5,56.0
1,71,8,1,44.0
5,53,8,4,41.0
9,95,4,2,91.0
6,55,8,6,46.0
3,89,8,8,65.0
3,97,4,1,76.0
7,57,8,6,50.0
6,55,7,7,45.0
9,56,7,9,55.0
6,46,4,7,33.0
5,51,7,6,37.0
7,73,9,3,63.0
1,49,9,3,24.0
7,44,9,9,37.0
3,60,6,8,39.0
9,42,8,9,41.0
6,58,6,8,46.0
9,84,7,4,78.0
5,83,4,6,69.0
7,74,9,6,71.0
4,45,4,8,28.0
7,53,6,6,45.0
1,43,7,7,20.0
7,84,8,6,81.0
8,90,7,3,85.0
5,57,9,1,42.0
2,68,7,2,46.0
5,74,4,6,60.0
6,91,5,8,82.0
2,77,9,1,55.0
6,55,8,6,44.0
6,59,9,3,47.0
1,63,9,6,41.0
1,74,8,4,48.0
3,83,9,6,62.0
3,90,4,5,64.0
4,58,7,1,40.0
2,95,4,6,70.0
9,43,7,4,39.0
7,72,5,8,63.0
7,41,9,0,32.0
6,52,5,0,37.0
3,97,6,1,75.0
6,84,7,7,72.0
8,69,4,8,63.0
8,73,4,6,64.0
9,69,9,0,69.0
1,90,4,6,63.0
1,93,6,7,65.0
3,63,8,6,44.0
3,87,4,4,65.0
8,83,9,6,81.0
1,72,5,9,45.0
2,80,4,1,59.0
2,88,4,8,67.0
3,49,4,1,34.0
6,57,9,1,46.0
1,58,8,4,35.0
2,46,4,7,22.0
1,96,8,5,72.0
5,58,8,8,47.0
7,63,6,5,55.0
8,54,5,4,47.0
1,80,4,0,55.0
7,81,4,7,74.0
5,62,4,2,49.0
1,91,8,1,68.0
3,91,7,6,72.0
7,43,5,1,32.0
1,77,9,0,51.0
7,43,4,1,34.0
5,44,7,5,33.0
1,80,7,1,56.0
1,83,7,0,54.0
1,62,5,0,33.0
9,79,7,3,78.0
3,92,9,7,77.0
5,76,4,5,62.0
9,50,9,3,51.0
6,94,4,5,78.0
9,50,6,5,46.0
8,52,8,8,50.0
8,53,7,3,47.0
1,99,9,5,74.0
9,47,8,9,47.0
6,64,8,0,52.0
9,57,8,6,54.0
3,90,8,6,69.0
3,83,8,0,64.0
6,83,4,7,69.0
9,57,5,4,58.0
7,49,7,8,37.0
3,46,7,7,26.0
3,99,4,2,80.0
2,89,9,0,64.0
9,83,4,2,78.0
3,53,8,1,35.0
5,54,5,1,36.0
9,55,7,3,55.0
8,41,9,1,36.0
2,69,6,7,46.0
3,69,4,4,51.0
2,57,6,0,30.0
8,70,7,5,68.0
6,83,4,6,69.0
6,87,7,0,78.0
9,52,4,2,51.0
8,59,9,8,55.0
4,88,7,6,72.0
4,89,6,3,71.0
9,74,5,5,69.0
1,62,9,5,38.0
2,81,9,2,61.0
2,72,4,1,49.0
6,77,6,4,67.0
4,74,7,7,56.0
3,90,6,2,68.0
3,75,9,4,60.0
3,59,4,2,34.0
6,94,6,6,83.0
8,42,7,5,37.0
7,47,8,5,42.0
4,79,9,0,62.0
4,98,5,1,80.0
2,71,5,5,46.0
1,68,9,7,47.0
9,46,8,4,46.0
2,41,4,1,13.0
8,60,6,4,55.0
9,45,6,8,42.0
4,67,8,5,51.0
8,87,8,4,81.0
9,81,7,9,75.0
5,75,7,5,59.0
7,71,5,8,62.0
4,84,4,6,65.0
1,81,4,9,51.0
3,92,8,2,73.0
5,85,5,9,68.0
3,48,5,9,28.0
7,50,7,4,39.0
9,62,6,3,55.0
6,89,4,4,76.0
1,50,5,7,24.0
7,88,7,5,81.0
3,41,7,3,24.0
5,42,7,4,29.0
4,50,6,6,37.0
5,89,5,7,74.0
5,98,8,4,84.0
6,74,8,1,64.0
6,97,7,5,90.0
8,54,7,8,46.0
8,82,6,2,79.0
9,50,7,6,48.0
8,70,9,7,65.0
2,67,5,5,46.0
1,67,7,2,39.0
2,71,7,0,49.0
2,64,5,2,39.0
3,59,4,5,40.0
7,67,9,3,60.0
2,64,9,0,43.0
1,50,8,5,25.0
6,58,7,0,45.0
9,67,5,7,64.0
3,40,8,2,20.0
6,98,6,2,87.0
3,44,4,0,23.0
1,49,7,2,23.0
5,81,4,6,67.0
4,85,7,9,74.0
7,73,7,7,64.0
6,75,7,7,66.0
7,41,4,2,29.0
5,57,9,4,42.0
4,52,6,0,37.0
7,90,9,8,82.0
7,44,5,7,35.0
6,59,5,9,46.0
8,41,9,1,40.0
4,50,6,9,34.0
5,69,6,0,52.0
4,71,7,3,52.0
1,71,7,8,50.0
8,97,5,7,91.0
1,89,7,2,64.0
5,77,7,9,67.0
6,94,6,5,85.0
6,67,4,8,53.0
5,49,9,9,35.0
3,61,8,7,41.0
5,94,8,9,81.0
8,56,7,4,52.0
2,61,7,8,39.0
6,82,9,8,72.0
9,58,8,2,55.0
8,56,6,7,49.0
8,63,8,3,60.0
8,75,8,9,69.0
7,71,8,6,63.0
8,97,7,9,94.0
6,95,7,7,86.0
2,97,9,6,75.0
2,85,8,4,66.0
8,98,7,0,97.0
1,91,9,7,71.0
6,75,8,4,59.0
6,67,6,2,54.0
4,53,7,1,34.0
3,97,4,2,77.0
3,75,9,8,60.0
1,45,7,1,16.0
3,48,6,9,30.0
4,60,6,0,42.0
5,51,7,1,36.0
3,97,5,1,77.0
6,69,9,4,58.0
5,70,8,0,58.0
3,79,8,9,60.0
6,95,6,7,87.0
6,43,7,1,30.0
8,70,5,5,59.0
2,66,9,4,42.0
1,97,4,1,70.0
4,96,8,9,82.0
7,64,9,0,56.0
3,44,9,5,24.0
3,45,5,5,27.0
5,44,9,2,33.0
5,90,8,7,75.0
3,66,7,8,45.0
9,47,8,2,45.0
4,48,4,8,30.0
3,54,7,7,29.0
2,75,6,4,50.0
9,96,5,5,95.0
4,80,8,0,63.0
3,46,7,4,24.0
7,71,9,9,63.0
8,47,7,9,41.0
2,86,8,6,69.0
7,90,6,0,81.0
5,54,8,9,40.0
5,76,6,8,66.0
3,58,9,6,40.0
5,78,8,3,63.0
2,45,7,3,21.0
4,98,4,9,81.0
6,58,4,6,47.0
1,96,9,5,69.0
4,67,7,2,47.0
6,56,4,8,44.0
9,81,9,5,78.0
2,58,6,1,36.0
7,70,7,9,60.0
6,50,6,1,43.0
2,54,7,0,30.0
8,49,6,4,43.0
7,82,6,9,75.0
5,62,4,5,46.0
5,42,7,2,29.0
7,42,8,3,33.0
9,57,4,4,51.0
9,64,6,3,58.0
9,82,6,8,81.0
6,59,8,2,49.0
6,97,8,4,84.0
3,68,6,6,47.0
1,61,8,6,38.0
7,89,5,5,78.0
4,96,4,8,77.0
1,54,7,6,29.0
8,78,8,3,76.0
6,49,8,9,41.0
6,60,5,8,51.0
2,94,7,5,70.0
1,91,5,0,63.0
2,68,7,8,46.0
4,71,4,6,53.0
2,49,8,5,25.0
1,52,4,5,26.0
7,86,7,3,74.0
8,62,8,3,57.0
6,89,5,2,80.0
4,62,6,7,45.0
6,70,5,7,56.0
3,43,6,1,19.0
8,91,5,4,86.0
2,88,7,8,70.0
5,99,4,8,85.0
1,42,6,6,16.0
6,60,7,3,47.0
2,92,4,3,65.0
4,41,4,9,23.0
6,43,8,6,29.0
8,40,8,2,36.0
8,54,8,2,49.0
6,96,6,4,85.0
4,72,6,5,56.0
8,45,4,7,39.0
8,46,6,0,40.0
1,58,4,6,33.0
4,83,7,7,67.0
4,40,5,4,19.0
7,78,4,9,74.0
7,58,4,1,47.0
8,84,7,3,77.0
5,65,8,5,52.0
7,83,9,8,76.0
8,51,8,1,42.0
9,61,8,3,56.0
3,52,4,9,30.0
3,67,4,4,47.0
4,53,6,7,34.0
5,61,6,7,48.0
1,69,5,1,42.0
7,83,5,5,74.0
9,59,9,5,58.0
8,83,6,4,75.0
5,66,4,7,54.0
4,77,7,9,62.0
7,98,6,1,88.0
5,81,4,1,64.0
7,91,6,6,81.0
1,95,8,8,69.0
1,80,6,2,51.0
3,73,9,6,52.0
2,78,8,2,58.0
2,80,4,5,55.0
7,96,8,2,86.0
2,83,6,0,62.0
4,76,8,5,60.0
2,40,9,2,15.0
6,93,7,0,82.0
8,54,8,4,52.0
4,71,9,7,57.0
5,47,8,7,34.0
4,72,5,7,55.0
3,57,7,2,39.0
5,84,4,7,73.0
9,68,9,3,64.0
8,71,8,7,67.0
8,72,7,2,67.0
8,44,4,2,36.0
8,57,7,0,52.0
7,87,9,7,85.0
8,97,5,7,91.0
8,49,9,8,42.0
8,75,9,5,74.0
7,72,4,1,65.0
1,62,4,0,36.0
4,79,8,7,63.0
4,44,6,9,29.0
5,73,9,3,60.0
6,63,4,6,50.0
4,56,9,9,40.0
2,70,9,3,48.0
6,46,4,0,33.0
8,56,5,7,51.0
8,67,5,9,64.0
7,77,9,8,70.0
6,61,5,9,49.0
2,54,9,8,33.0
7,76,8,8,69.0
5,54,4,3,41.0
6,89,9,8,79.0
8,89,5,3,81.0
8,64,5,1,57.0
3,92,7,9,73.0
7,60,7,2,49.0
1,94,5,1,64.0
1,77,8,0,49.0
7,41,6,5,31.0
9,66,9,3,61.0
7,88,7,6,81.0
5,71,9,6,59.0
8,60,7,9,54.0
2,43,4,0,18.0
9,83,4,8,80.0
6,58,5,7,43.0
9,41,4,9,39.0
2,65,4,0,39.0
3,73,6,7,51.0
8,53,8,4,49.0
1,54,5,0,27.0
7,59,6,3,51.0
7,73,5,6,64.0
1,75,8,4,51.0
9,58,5,2,56.0
8,48,9,3,46.0
4,46,9,1,28.0
5,69,9,7,57.0
2,52,4,1,28.0
9,66,8,5,65.0
6,83,6,6,71.0
3,74,6,6,54.0
7,52,7,0,44.0
9,54,6,7,52.0
3,85,9,8,71.0
2,95,9,6,74.0
7,48,7,7,38.0
7,84,4,3,75.0
4,62,6,7,43.0
9,93,8,2,90.0
8,75,7,0,69.0
1,92,6,7,67.0
1,79,4,5,52.0
5,42,8,8,27.0
6,73,8,2,63.0
3,58,4,7,41.0
9,67,6,8,67.0
6,62,5,8,47.0
4,79,6,6,61.0
7,88,7,9,82.0
8,84,7,2,75.0
9,46,6,2,37.0
6,80,9,1,68.0
6,51,7,0,37.0
8,53,5,1,49.0
5,85,9,4,73.0
3,54,5,0,32.0
3,42,8,9,23.0
6,54,7,3,43.0
2,90,9,9,70.0
6,63,6,9,53.0
6,91,9,0,81.0
8,85,8,9,84.0
7,47,5,7,38.0
8,44,8,4,40.0
9,90,4,9,88.0
6,43,7,3,32.0
3,53,6,2,31.0
3,55,5,8,35.0
1,59,8,5,34.0
5,63,6,0,49.0
4,45,7,7,28.0
9,94,6,9,91.0
9,96,7,1,90.0
5,70,7,8,55.0
4,45,7,6,27.0
7,74,8,2,67.0
6,54,7,3,41.0
4,68,6,2,53.0
2,42,4,5,15.0
1,50,6,8,26.0
4,42,8,9,22.0
4,67,7,8,48.0
1,49,4,0,19.0
6,89,8,9,78.0
4,72,5,5,53.0
1,87,5,0,61.0
1,55,5,3,30.0
1,98,4,6,70.0
8,49,6,3,42.0
8,72,4,8,67.0
2,75,4,9,51.0
7,42,4,4,35.0
8,44,5,8,38.0
8,51,9,0,44.0
7,96,6,3,86.0
5,83,9,6,68.0
1,52,9,1,25.0
9,63,4,8,59.0
7,83,6,2,74.0
2,96,9,3,73.0
6,71,7,3,61.0
2,55,4,7,32.0
1,71,4,1,41.0
7,84,4,4,72.0
2,76,7,1,51.0
2,95,7,5,72.0
5,75,5,8,60.0
5,60,8,8,46.0
7,86,6,0,77.0
1,51,8,3,23.0
8,90,4,3,82.0
3,60,9,0,37.0
4,99,4,9,80.0
9,90,9,1,87.0
4,60,5,5,41.0
5,82,8,9,67.0
7,92,4,2,81.0
4,45,8,8,30.0
1,48,5,2,19.0
9,40,8,2,39.0
4,51,9,8,34.0
9,97,6,2,93.0
6,53,5,5,43.0
1,45,8,5,21.0
3,40,4,0,17.0
2,61,7,6,40.0
9,73,7,8,68.0
1,95,5,8,74.0
9,50,7,8,45.0
9,42,6,1,38.0
8,81,5,0,76.0
8,45,4,5,38.0
1,45,4,5,18.0
8,59,5,3,54.0
3,60,7,7,42.0
7,41,7,4,31.0
1,65,4,6,42.0
1,70,6,8,44.0
5,65,9,0,54.0
5,95,7,8,83.0
8,71,6,3,64.0
7,49,7,6,38.0
8,62,9,3,57.0
6,97,5,3,83.0
6,45,8,3,34.0
2,62,4,5,39.0
6,67,5,4,56.0
5,88,7,1,76.0
3,69,9,8,49.0
6,53,4,5,41.0
8,76,8,9,69.0
9,94,8,5,93.0
1,71,9,8,44.0
3,88,9,0,73.0
3,73,7,6,56.0
8,80,4,2,70.0
1,83,7,3,56.0
5,90,8,0,77.0
3,61,5,2,40.0
2,70,5,6,47.0
8,46,6,5,40.0
3,80,8,0,62.0
7,60,8,8,57.0
1,55,7,3,26.0
6,59,6,6,47.0
3,82,9,3,59.0
8,83,6,6,78.0
6,86,4,4,77.0
2,89,7,0,67.0
6,58,9,3,49.0
7,87,9,2,80.0
5,71,5,5,54.0
3,54,4,5,30.0
4,44,6,0,29.0
4,50,5,1,31.0
6,54,8,1,42.0
1,68,7,9,39.0
4,89,6,3,70.0
4,84,8,8,69.0
1,43,9,1,18.0
9,88,6,7,89.0
4,75,5,0,56.0
7,87,4,7,78.0
3,62,5,2,44.0
3,54,7,4,36.0
8,85,7,0,76.0
8,83,6,0,79.0
1,42,5,5,12.0
2,71,4,2,48.0
8,49,9,7,46.0
1,79,7,3,54.0
8,77,4,5,69.0
8,61,8,9,56.0
2,53,6,8,26.0
4,56,4,7,39.0
6,60,6,3,48.0
9,90,8,9,92.0
8,87,4,7,81.0
8,54,4,6,46.0
7,97,9,4,89.0
9,54,8,6,51.0
2,40,5,6,16.0
3,63,4,9,40.0
8,94,9,1,90.0
6,94,4,6,83.0
9,51,9,2,46.0
4,49,7,7,32.0
8,85,5,7,82.0
3,81,4,8,63.0
3,81,8,3,59.0
8,91,6,9,89.0
5,70,8,2,55.0
3,50,5,8,29.0
1,93,7,8,68.0
3,55,7,1,32.0
9,48,7,5,44.0
5,86,9,2,75.0
2,53,8,4,33.0
7,58,6,1,49.0
2,70,6,3,47.0
4,48,9,2,35.0
7,75,4,1,67.0
4,92,9,5,77.0
7,78,6,2,65.0
7,93,6,3,86.0
1,65,4,5,40.0
6,47,8,4,37.0
9,63,8,3,57.0
2,47,5,3,23.0
3,58,8,1,42.0
5,86,7,9,73.0
9,87,7,3,88.0
4,69,5,7,53.0
1,97,6,4,72.0
4,61,5,9,47.0
6,94,4,9,81.0
5,48,5,7,30.0
1,97,5,5,68.0
4,97,9,9,83.0
6,83,7,4,73.0
4,87,4,3,67.0
9,43,9,9,45.0
5,76,4,8,61.0
8,47,5,9,43.0
9,40,9,4,37.0
5,67,9,9,54.0
6,45,4,5,29.0
1,86,4,6,59.0
7,75,8,0,67.0
4,92,4,8,73.0
2,50,9,7,29.0
5,44,6,4,29.0
3,89,4,2,67.0
6,63,7,4,51.0
8,86,8,4,80.0
7,57,7,8,48.0
3,59,7,6,42.0
8,67,6,1,57.0
2,52,8,4,31.0
9,44,5,8,38.0
4,69,9,1,55.0
1,40,9,7,16.0
8,61,4,2,53.0
7,57,9,3,51.0
5,85,6,1,72.0
5,44,9,8,33.0
7,70,6,5,62.0
5,45,5,8,30.0
8,66,6,7,63.0
6,95,5,8,84.0
5,64,5,4,49.0
9,68,5,5,66.0
2,67,6,6,44.0
1,55,5,4,30.0
8,93,6,0,88.0
3,92,8,8,79.0
7,51,5,1,41.0
8,59,6,6,55.0
6,57,6,7,47.0
9,73,6,7,72.0
7,94,4,0,83.0
5,92,4,9,79.0
8,62,5,6,56.0
2,84,9,8,65.0
7,66,8,2,53.0
4,88,9,7,73.0
9,56,5,7,57.0
1,87,7,8,66.0
7,60,7,7,52.0
6,89,8,4,80.0
8,79,8,4,75.0
5,70,8,2,57.0
1,42,4,5,13.0
1,56,4,9,28.0
9,89,7,2,85.0
6,97,8,1,86.0
5,65,6,6,54.0
1,62,9,9,36.0
6,45,7,2,37.0
6,67,8,3,57.0
3,47,6,9,25.0
8,94,8,7,89.0
1,97,5,0,71.0
1,84,6,8,56.0
6,47,9,5,36.0
1,58,5,1,28.0
6,77,4,2,66.0
1,68,7,4,41.0
6,62,8,5,49.0
3,86,7,8,71.0
8,71,9,1,65.0
6,49,8,4,37.0
1,66,5,6,41.0
5,88,6,6,74.0
8,40,6,3,31.0
3,78,8,2,57.0
6,68,5,7,58.0
5,98,8,1,82.0
6,84,8,4,74.0
1,42,8,9,21.0
7,90,6,4,81.0
9,86,9,0,87.0
2,76,8,6,53.0
5,70,6,3,56.0
4,50,4,9,35.0
6,61,5,1,47.0
6,57,4,7,48.0
2,74,8,3,52.0
2,45,6,0,19.0
4,42,5,7,27.0
1,44,7,6,22.0
9,48,5,2,41.0
7,67,5,2,58.0
7,58,8,6,49.0
3,67,4,1,43.0
3,66,4,4,43.0
1,52,7,6,27.0
3,77,8,5,61.0
3,82,5,9,63.0
4,92,9,6,77.0
4,60,4,1,39.0
3,66,4,6,45.0
8,85,6,1,77.0
8,45,5,6,34.0
1,77,8,7,51.0
7,88,4,9,82.0
2,50,8,7,23.0
1,86,5,4,62.0
3,80,5,6,60.0
4,92,4,7,75.0
6,56,7,3,43.0
5,95,8,1,82.0
4,78,8,6,65.0
8,46,6,0,39.0
4,69,5,1,50.0
2,60,5,9,43.0
3,40,4,6,19.0
6,64,4,9,49.0
8,71,4,0,64.0
8,98,6,6,92.0
9,96,7,4,93.0
7,47,4,2,39.0
2,44,4,1,20.0
8,69,9,6,61.0
7,90,4,8,77.0
8,47,6,8,42.0
3,88,8,9,72.0
7,58,7,9,46.0
9,83,8,7,83.0
3,98,9,1,84.0
6,94,5,0,83.0
2,69,5,7,45.0
2,54,4,1,31.0
5,75,9,3,62.0
5,94,8,3,84.0
7,83,6,1,76.0
2,66,7,3,42.0
7,52,8,6,46.0
5,53,9,5,38.0
6,76,9,9,69.0
8,93,8,5,88.0
4,87,7,3,70.0
7,69,8,1,61.0
6,78,8,4,66.0
2,86,7,2,63.0
8,52,6,2,46.0
9,97,9,3,95.0
5,55,7,4,41.0
4,83,4,1,62.0
6,46,4,5,31.0
8,87,4,5,81.0
3,94,4,7,76.0
1,94,5,1,70.0
4,66,6,7,51.0
4,84,5,7,69.0
1,94,8,3,69.0
9,74,8,6,71.0
3,54,7,6,34.0
5,67,4,0,51.0
6,74,7,0,60.0
8,46,8,7,43.0
6,89,4,0,74.0
3,85,9,2,62.0
6,89,6,5,80.0
1,90,8,7,67.0
4,85,9,4,65.0
6,59,7,4,47.0
7,71,9,3,63.0
3,77,7,3,57.0
9,79,8,6,82.0
7,71,5,5,60.0
1,65,6,7,38.0
2,97,9,5,78.0
1,78,9,9,54.0
9,59,8,6,59.0
9,57,8,9,55.0
7,89,7,9,84.0
3,54,4,4,32.0
5,91,4,5,75.0
4,61,4,0,40.0
7,90,7,2,85.0
9,61,4,7,56.0
2,92,8,2,67.0
8,60,5,0,56.0
9,41,5,2,38.0
9,79,5,3,79.0
7,92,4,7,81.0
9,82,5,8,80.0
9,57,9,3,57.0
3,62,4,6,38.0
4,52,9,0,36.0
2,80,8,8,58.0
3,48,9,3,28.0
5,88,8,8,74.0
5,46,7,2,32.0
6,80,7,4,68.0
7,93,9,0,83.0
7,40,6,2,33.0
1,41,8,4,15.0
2,43,4,5,16.0
9,53,6,7,48.0
2,71,8,0,45.0
6,75,4,2,60.0
1,41,8,0,16.0
3,79,8,4,61.0
2,89,4,7,67.0
3,90,8,3,70.0
5,53,8,8,40.0
6,59,8,5,49.0
9,64,7,5,63.0
4,81,5,4,63.0
7,88,8,9,82.0
6,47,4,4,33.0
2,67,9,6,41.0
8,85,8,7,83.0
7,60,7,6,53.0
7,62,7,0,53.0
8,71,9,0,66.0
1,47,8,9,25.0
1,70,6,5,44.0
8,76,9,2,66.0
4,55,5,8,34.0
5,79,4,6,67.0
8,81,4,1,74.0
5,66,4,2,52.0
4,79,4,7,64.0
6,80,7,0,71.0
5,57,5,4,39.0
7,74,8,9,66.0
7,88,8,0,78.0
4,91,6,8,75.0
5,54,8,6,37.0
3,92,5,4,71.0
4,66,8,5,47.0
4,56,7,2,37.0
3,79,9,2,63.0
5,41,8,6,26.0
5,88,4,6,71.0
7,89,4,6,80.0
4,70,9,1,54.0
4,76,4,1,57.0
9,80,4,4,75.0
6,80,7,3,67.0
4,73,7,6,57.0
2,73,7,2,52.0
6,90,8,4,78.0
2,94,9,1,72.0
5,98,4,0,78.0
6,42,6,8,30.0
4,56,9,3,40.0
3,53,6,7,35.0
7,53,4,6,41.0
2,85,5,0,61.0
6,77,9,9,69.0
4,74,8,6,55.0
6,40,6,1,24.0
4,87,9,2,72.0
4,68,9,0,52.0
4,43,7,6,26.0
9,72,5,2,66.0
7,56,7,5,45.0
3,67,5,6,47.0
3,89,5,2,68.0
6,65,8,1,49.0
6,47,9,8,37.0
4,73,7,8,61.0
9,98,7,6,97.0
4,57,6,4,38.0
9,70,9,3,69.0
4,98,4,3,79.0
2,66,4,0,45.0
2,55,6,3,29.0
5,97,5,6,86.0
4,49,6,4,29.0
7,79,6,8,72.0
5,51,7,3,37.0
6,61,6,2,51.0
4,55,5,5,39.0
2,51,4,3,24.0
9,50,8,1,47.0
7,59,9,4,52.0
4,90,6,3,75.0
3,40,9,4,18.0
3,66,6,8,44.0
9,42,9,3,37.0
5,51,7,5,37.0
3,69,7,3,50.0
5,48,9,0,34.0
2,92,6,1,68.0
4,93,6,5,76.0
2,76,5,7,53.0
2,40,4,8,16.0
8,81,4,3,70.0
1,88,8,5,62.0
7,43,4,2,33.0
5,54,8,8,40.0
8,90,7,7,85.0
1,66,8,0,43.0
7,47,8,1,40.0
5,99,4,9,83.0
4,99,6,8,86.0
7,62,7,9,54.0
2,54,5,2,32.0
1,66,8,2,40.0
1,70,8,9,45.0
1,78,9,8,56.0
5,86,8,2,71.0
7,47,6,9,38.0
2,69,5,4,45.0
8,97,9,5,93.0
4,94,4,2,73.0
3,81,7,9,63.0
8,57,6,7,54.0
2,43,5,1,18.0
3,86,7,5,65.0
3,82,4,1,64.0
1,61,7,8,35.0
6,42,9,5,31.0
2,54,8,8,26.0
1,74,8,3,46.0
2,86,6,2,65.0
6,77,7,1,72.0
4,72,8,7,59.0
6,53,6,3,39.0
9,87,6,1,85.0
8,40,9,8,35.0
1,92,6,7,67.0
8,88,4,4,78.0
9,65,8,7,64.0
6,47,8,4,34.0
5,89,5,6,70.0
6,55,4,4,42.0
6,77,8,4,61.0
9,49,9,3,45.0
4,81,8,4,66.0
2,76,5,6,56.0
9,65,7,2,63.0
2,67,7,3,44.0
9,51,4,7,46.0
2,59,6,5,34.0
8,88,5,7,85.0
9,53,5,1,46.0
9,85,8,8,84.0
9,74,9,6,74.0
2,68,8,4,41.0
4,51,9,6,30.0
7,91,5,1,82.0
2,57,6,3,30.0
1,83,7,6,59.0
3,41,4,1,17.0
4,41,9,7,26.0
8,98,7,9,94.0
6,56,4,9,46.0
2,49,6,4,26.0
9,57,5,4,54.0
2,61,6,7,42.0
5,58,9,0,42.0
4,97,5,5,80.0
7,92,8,1,85.0
8,40,4,0,26.0
5,63,8,6,52.0
5,75,5,3,60.0
2,64,4,0,40.0
8,75,4,9,68.0
2,70,8,5,49.0
6,70,4,9,59.0
8,41,5,5,32.0
6,58,9,2,47.0
4,92,9,5,77.0
4,51,5,9,36.0
6,49,8,8,38.0
4,70,6,5,50.0
8,84,5,0,77.0
9,61,9,9,59.0
1,62,5,5,37.0
4,91,4,7,72.0
4,62,4,6,41.0
2,54,5,7,34.0
